"","x"
"2069","ENSG00000203392"
"2070","ENSG00000246877"
"2071","ENSG00000260787"
"2072","ENSG00000269951"
"2073","ENSG00000260139"
"2074","ENSG00000260776"
"2075","ENSG00000260988"
"2076","ENSG00000259562"
"2077","ENSG00000259642"
"2078","ENSG00000259495"
"2079","ENSG00000259649"
"2080","ENSG00000259343"
"2081","ENSG00000186322"
"2082","ENSG00000196648"
"2083","ENSG00000254374"
"2084","ENSG00000259442"
"2085","ENSG00000259726"
"2086","ENSG00000259683"
"2087","ENSG00000235370"
"2088","ENSG00000230373"
"2089","ENSG00000259728"
"2090","ENSG00000176700"
"2091","ENSG00000259295"
"2092","ENSG00000229212"
"2093","ENSG00000218052"
"2094","ENSG00000259630"
"2095","ENSG00000259407"
"2096","ENSG00000271997"
"2097","ENSG00000241362"
"2098","ENSG00000228998"
"2099","ENSG00000258384"
"2100","ENSG00000258647"
"2101","ENSG00000253954"
"2102","ENSG00000258741"
"2103","ENSG00000260361"
"2104","ENSG00000272888"
"2105","ENSG00000260359"
"2106","ENSG00000261616"
"2107","ENSG00000259921"
"2108","ENSG00000259363"
"2109","ENSG00000270127"
"2110","ENSG00000259205"
"2111","ENSG00000259172"
"2112","ENSG00000259660"
"2113","ENSG00000185596"
"2114","ENSG00000234769"
"2115","ENSG00000226942"
"2116","ENSG00000269482"
"2117","ENSG00000268836"
"2118","ENSG00000262528"
"2119","ENSG00000260022"
"2120","ENSG00000260403"
"2121","ENSG00000259910"
"2122","ENSG00000261505"
"2123","ENSG00000260425"
"2124","ENSG00000260051"
"2125","ENSG00000260646"
"2126","ENSG00000261399"
"2127","ENSG00000261207"
"2128","ENSG00000255513"
"2129","ENSG00000261123"
"2130","ENSG00000261663"
"2131","ENSG00000260095"
"2132","ENSG00000261613"
"2133","ENSG00000205918"
"2134","ENSG00000260565"
"2135","ENSG00000272079"
"2136","ENSG00000261971"
"2137","ENSG00000262370"
"2138","ENSG00000263214"
"2139","ENSG00000263072"
"2140","ENSG00000262118"
"2141","ENSG00000263177"
"2142","ENSG00000262312"
"2143","ENSG00000263235"
"2144","ENSG00000178430"
"2145","ENSG00000262468"
"2146","ENSG00000260276"
"2147","ENSG00000262944"
"2148","ENSG00000260349"
"2149","ENSG00000263244"
"2150","ENSG00000260432"
"2151","ENSG00000262488"
"2152","ENSG00000263013"
"2153","ENSG00000262222"
"2154","ENSG00000263033"
"2155","ENSG00000262420"
"2156","ENSG00000261560"
"2157","ENSG00000262097"
"2158","ENSG00000183458"
"2159","ENSG00000261819"
"2160","ENSG00000260872"
"2161","ENSG00000188599"
"2162","ENSG00000250251"
"2163","ENSG00000263335"
"2164","ENSG00000183889"
"2165","ENSG00000227827"
"2166","ENSG00000205746"
"2167","ENSG00000158482"
"2168","ENSG00000261596"
"2169","ENSG00000260306"
"2170","ENSG00000248124"
"2171","ENSG00000261113"
"2172","ENSG00000230872"
"2173","ENSG00000257122"
"2174","ENSG00000260973"
"2175","ENSG00000260136"
"2176","ENSG00000260751"
"2177","ENSG00000260482"
"2178","ENSG00000259806"
"2179","ENSG00000256439"
"2180","ENSG00000263326"
"2181","ENSG00000259940"
"2182","ENSG00000259982"
"2183","ENSG00000251417"
"2184","ENSG00000261766"
"2185","ENSG00000260853"
"2186","ENSG00000260367"
"2187","ENSG00000259807"
"2188","ENSG00000198106"
"2189","ENSG00000205534"
"2190","ENSG00000260719"
"2191","ENSG00000238045"
"2192","ENSG00000261690"
"2193","ENSG00000260114"
"2194","ENSG00000250616"
"2195","ENSG00000261416"
"2196","ENSG00000260911"
"2197","ENSG00000262766"
"2198","ENSG00000260304"
"2199","ENSG00000260060"
"2200","ENSG00000261474"
"2201","ENSG00000260267"
"2202","ENSG00000260625"
"2203","ENSG00000261731"
"2204","ENSG00000230267"
"2205","ENSG00000271178"
"2206","ENSG00000261239"
"2207","ENSG00000261512"
"2208","ENSG00000260614"
"2209","ENSG00000261685"
"2210","ENSG00000261644"
"2211","ENSG00000224578"
"2212","ENSG00000260057"
"2213","ENSG00000261997"
"2214","ENSG00000261270"
"2215","ENSG00000261114"
"2216","ENSG00000224631"
"2217","ENSG00000259846"
"2218","ENSG00000246898"
"2219","ENSG00000260465"
"2220","ENSG00000261705"
"2221","ENSG00000261088"
"2222","ENSG00000203401"
"2223","ENSG00000261386"
"2224","ENSG00000263276"
"2225","ENSG00000260459"
"2226","ENSG00000226232"
"2227","ENSG00000260023"
"2228","ENSG00000268927"
"2229","ENSG00000247324"
"2230","ENSG00000261337"
"2231","ENSG00000187008"
"2232","ENSG00000263320"
"2233","ENSG00000259901"
"2234","ENSG00000272250"
"2235","ENSG00000271009"
"2236","ENSG00000259972"
"2237","ENSG00000239763"
"2238","ENSG00000260884"
"2239","ENSG00000261079"
"2240","ENSG00000260539"
"2241","ENSG00000260816"
"2242","ENSG00000259867"
"2243","ENSG00000261061"
"2244","ENSG00000260495"
"2245","ENSG00000261218"
"2246","ENSG00000260682"
"2247","ENSG00000260018"
"2248","ENSG00000261471"
"2249","ENSG00000262601"
"2250","ENSG00000263968"
"2251","ENSG00000270184"
"2252","ENSG00000270020"
"2253","ENSG00000205047"
"2254","ENSG00000260121"
"2255","ENSG00000224888"
"2256","ENSG00000261226"
"2257","ENSG00000259877"
"2258","ENSG00000268218"
"2259","ENSG00000261118"
"2260","ENSG00000260528"
"2261","ENSG00000261172"
"2262","ENSG00000260923"
"2263","ENSG00000262905"
"2264","ENSG00000263050"
"2265","ENSG00000262333"
"2266","ENSG00000263345"
"2267","ENSG00000262903"
"2268","ENSG00000240898"
"2269","ENSG00000262194"
"2270","ENSG00000262758"
"2271","ENSG00000262227"
"2272","ENSG00000263164"
"2273","ENSG00000263220"
"2274","ENSG00000263272"
"2275","ENSG00000261996"
"2276","ENSG00000262503"
"2277","ENSG00000262089"
"2278","ENSG00000262251"
"2279","ENSG00000269928"
"2280","ENSG00000198150"
"2281","ENSG00000174083"
"2282","ENSG00000271851"
"2283","ENSG00000273290"
"2284","ENSG00000264176"
"2285","ENSG00000264727"
"2286","ENSG00000231595"
"2287","ENSG00000223878"
"2288","ENSG00000179277"
"2289","ENSG00000265519"
"2290","ENSG00000226145"
"2291","ENSG00000227300"
"2292","ENSG00000128438"
"2293","ENSG00000215030"
"2294","ENSG00000265511"
"2295","ENSG00000197815"
"2296","ENSG00000267350"
"2297","ENSG00000213077"
"2298","ENSG00000174977"
"2299","ENSG00000264885"
"2300","ENSG00000189343"
"2301","ENSG00000270091"
"2302","ENSG00000154898"
"2303","ENSG00000214832"
"2304","ENSG00000189423"
"2305","ENSG00000188013"
"2306","ENSG00000154035"
"2307","ENSG00000264469"
"2308","ENSG00000267259"
"2309","ENSG00000264098"
"2310","ENSG00000258472"
"2311","ENSG00000183405"
"2312","ENSG00000227543"
"2313","ENSG00000264608"
"2314","ENSG00000240494"
"2315","ENSG00000265205"
"2316","ENSG00000264577"
"2317","ENSG00000265474"
"2318","ENSG00000264290"
"2319","ENSG00000264007"
"2320","ENSG00000265625"
"2321","ENSG00000248121"
"2322","ENSG00000264943"
"2323","ENSG00000250462"
"2324","ENSG00000264538"
"2325","ENSG00000266490"
"2326","ENSG00000264456"
"2327","ENSG00000266865"
"2328","ENSG00000264107"
"2329","ENSG00000263990"
"2330","ENSG00000266777"
"2331","ENSG00000266718"
"2332","ENSG00000224113"
"2333","ENSG00000266947"
"2334","ENSG00000267364"
"2335","ENSG00000267547"
"2336","ENSG00000267648"
"2337","ENSG00000267102"
"2338","ENSG00000267554"
"2339","ENSG00000267046"
"2340","ENSG00000267369"
"2341","ENSG00000267074"
"2342","ENSG00000255987"
"2343","ENSG00000267321"
"2344","ENSG00000141150"
"2345","ENSG00000132139"
"2346","ENSG00000129270"
"2347","ENSG00000172660"
"2348","ENSG00000267025"
"2349","ENSG00000172653"
"2350","ENSG00000161570"
"2351","ENSG00000161573"
"2352","ENSG00000213494"
"2353","ENSG00000167236"
"2354","ENSG00000006074"
"2355","ENSG00000224298"
"2356","ENSG00000006075"
"2357","ENSG00000129277"
"2358","ENSG00000205020"
"2359","ENSG00000108278"
"2360","ENSG00000141140"
"2361","ENSG00000184886"
"2362","ENSG00000005955"
"2363","ENSG00000236002"
"2364","ENSG00000108272"
"2365","ENSG00000129282"
"2366","ENSG00000267067"
"2367","ENSG00000108270"
"2368","ENSG00000132142"
"2369","ENSG00000108264"
"2370","ENSG00000161326"
"2371","ENSG00000006114"
"2372","ENSG00000141141"
"2373","ENSG00000267671"
"2374","ENSG00000185128"
"2375","ENSG00000174093"
"2376","ENSG00000174100"
"2377","ENSG00000188888"
"2378","ENSG00000174111"
"2379","ENSG00000225485"
"2380","ENSG00000017373"
"2381","ENSG00000179294"
"2382","ENSG00000261005"
"2383","ENSG00000108292"
"2384","ENSG00000266040"
"2385","ENSG00000263975"
"2386","ENSG00000230055"
"2387","ENSG00000056661"
"2388","ENSG00000108294"
"2389","ENSG00000141720"
"2390","ENSG00000108296"
"2391","ENSG00000266753"
"2392","ENSG00000266469"
"2393","ENSG00000264198"
"2394","ENSG00000266208"
"2395","ENSG00000266088"
"2396","ENSG00000259623"
"2397","ENSG00000270010"
"2398","ENSG00000267632"
"2399","ENSG00000108785"
"2400","ENSG00000214578"
"2401","ENSG00000267002"
"2402","ENSG00000260793"
"2403","ENSG00000267750"
"2404","ENSG00000233483"
"2405","ENSG00000267278"
"2406","ENSG00000267344"
"2407","ENSG00000214425"
"2408","ENSG00000264070"
"2409","ENSG00000263503"
"2410","ENSG00000262372"
"2411","ENSG00000262539"
"2412","ENSG00000213326"
"2413","ENSG00000263142"
"2414","ENSG00000228782"
"2415","ENSG00000264701"
"2416","ENSG00000263412"
"2417","ENSG00000230532"
"2418","ENSG00000262973"
"2419","ENSG00000262902"
"2420","ENSG00000261589"
"2421","ENSG00000262951"
"2422","ENSG00000263120"
"2423","ENSG00000263004"
"2424","ENSG00000263089"
"2425","ENSG00000264112"
"2426","ENSG00000265206"
"2427","ENSG00000224738"
"2428","ENSG00000267248"
"2429","ENSG00000266066"
"2430","ENSG00000214176"
"2431","ENSG00000265218"
"2432","ENSG00000264057"
"2433","ENSG00000232457"
"2434","ENSG00000263470"
"2435","ENSG00000237854"
"2436","ENSG00000267023"
"2437","ENSG00000267352"
"2438","ENSG00000267731"
"2439","ENSG00000265100"
"2440","ENSG00000267009"
"2441","ENSG00000269657"
"2442","ENSG00000267361"
"2443","ENSG00000267653"
"2444","ENSG00000267194"
"2445","ENSG00000230258"
"2446","ENSG00000260248"
"2447","ENSG00000265242"
"2448","ENSG00000267801"
"2449","ENSG00000267342"
"2450","ENSG00000267543"
"2451","ENSG00000267546"
"2452","ENSG00000267078"
"2453","ENSG00000267506"
"2454","ENSG00000267355"
"2455","ENSG00000262772"
"2456","ENSG00000262580"
"2457","ENSG00000175911"
"2458","ENSG00000260005"
"2459","ENSG00000185168"
"2460","ENSG00000262877"
"2461","ENSG00000263053"
"2462","ENSG00000171282"
"2463","ENSG00000229848"
"2464","ENSG00000262049"
"2465","ENSG00000263731"
"2466","ENSG00000265678"
"2467","ENSG00000264548"
"2468","ENSG00000184551"
"2469","ENSG00000268852"
"2470","ENSG00000260563"
"2471","ENSG00000260011"
"2472","ENSG00000266236"
"2473","ENSG00000262410"
"2474","ENSG00000262663"
"2475","ENSG00000261888"
"2476","ENSG00000263884"
"2477","ENSG00000273355"
"2478","ENSG00000266783"
"2479","ENSG00000177337"
"2480","ENSG00000262001"
"2481","ENSG00000264575"
"2482","ENSG00000235552"
"2483","ENSG00000265413"
"2484","ENSG00000263847"
"2485","ENSG00000273284"
"2486","ENSG00000273352"
"2487","ENSG00000256616"
"2488","ENSG00000267199"
"2489","ENSG00000215527"
"2490","ENSG00000267702"
"2491","ENSG00000186481"
"2492","ENSG00000264222"
"2493","ENSG00000265296"
"2494","ENSG00000228835"
"2495","ENSG00000268573"
"2496","ENSG00000267583"
"2497","ENSG00000267707"
"2498","ENSG00000266968"
"2499","ENSG00000267167"
"2500","ENSG00000267724"
"2501","ENSG00000267541"
"2502","ENSG00000264350"
"2503","ENSG00000267325"
"2504","ENSG00000267732"
"2505","ENSG00000267504"
"2506","ENSG00000267010"
"2507","ENSG00000267390"
"2508","ENSG00000260578"
"2509","ENSG00000264705"
"2510","ENSG00000265579"
"2511","ENSG00000235297"
"2512","ENSG00000263812"
"2513","ENSG00000267251"
"2514","ENSG00000225373"
"2515","ENSG00000267493"
"2516","ENSG00000248015"
"2517","ENSG00000267317"
"2518","ENSG00000267161"
"2519","ENSG00000261526"
"2520","ENSG00000267283"
"2521","ENSG00000273116"
"2522","ENSG00000268670"
"2523","ENSG00000269318"
"2524","ENSG00000267980"
"2525","ENSG00000267030"
"2526","ENSG00000267769"
"2527","ENSG00000034063"
"2528","ENSG00000267427"
"2529","ENSG00000269680"
"2530","ENSG00000263264"
"2531","ENSG00000268204"
"2532","ENSG00000268297"
"2533","ENSG00000267106"
"2534","ENSG00000267370"
"2535","ENSG00000175898"
"2536","ENSG00000267277"
"2537","ENSG00000214189"
"2538","ENSG00000242615"
"2539","ENSG00000234773"
"2540","ENSG00000261280"
"2541","ENSG00000248406"
"2542","ENSG00000178464"
"2543","ENSG00000240616"
"2544","ENSG00000267519"
"2545","ENSG00000224543"
"2546","ENSG00000270143"
"2547","ENSG00000273218"
"2548","ENSG00000268189"
"2549","ENSG00000267594"
"2550","ENSG00000267056"
"2551","ENSG00000269399"
"2552","ENSG00000268087"
"2553","ENSG00000269044"
"2554","ENSG00000267904"
"2555","ENSG00000268743"
"2556","ENSG00000269640"
"2557","ENSG00000269481"
"2558","ENSG00000254503"
"2559","ENSG00000268938"
"2560","ENSG00000268030"
"2561","ENSG00000269131"
"2562","ENSG00000266904"
"2563","ENSG00000267419"
"2564","ENSG00000267481"
"2565","ENSG00000267565"
"2566","ENSG00000267268"
"2567","ENSG00000269154"
"2568","ENSG00000267383"
"2569","ENSG00000267641"
"2570","ENSG00000271524"
"2571","ENSG00000268620"
"2572","ENSG00000213985"
"2573","ENSG00000269055"
"2574","ENSG00000269274"
"2575","ENSG00000231205"
"2576","ENSG00000269779"
"2577","ENSG00000268416"
"2578","ENSG00000268357"
"2579","ENSG00000240522"
"2580","ENSG00000268995"
"2581","ENSG00000268521"
"2582","ENSG00000213976"
"2583","ENSG00000268081"
"2584","ENSG00000268555"
"2585","ENSG00000269345"
"2586","ENSG00000268079"
"2587","ENSG00000270947"
"2588","ENSG00000268717"
"2589","ENSG00000269138"
"2590","ENSG00000269837"
"2591","ENSG00000213971"
"2592","ENSG00000267934"
"2593","ENSG00000233836"
"2594","ENSG00000205246"
"2595","ENSG00000269397"
"2596","ENSG00000268362"
"2597","ENSG00000261770"
"2598","ENSG00000266910"
"2599","ENSG00000266930"
"2600","ENSG00000268751"
"2601","ENSG00000256383"
"2602","ENSG00000261754"
"2603","ENSG00000269086"
"2604","ENSG00000271109"
"2605","ENSG00000270876"
"2606","ENSG00000271032"
"2607","ENSG00000268947"
"2608","ENSG00000269553"
"2609","ENSG00000233214"
"2610","ENSG00000232680"
"2611","ENSG00000267439"
"2612","ENSG00000267049"
"2613","ENSG00000267053"
"2614","ENSG00000267605"
"2615","ENSG00000267381"
"2616","ENSG00000267152"
"2617","ENSG00000267640"
"2618","ENSG00000229481"
"2619","ENSG00000268913"
"2620","ENSG00000267473"
"2621","ENSG00000267892"
"2622","ENSG00000090920"
"2623","ENSG00000187534"
"2624","ENSG00000268166"
"2625","ENSG00000269069"
"2626","ENSG00000205041"
"2627","ENSG00000269843"
"2628","ENSG00000268355"
"2629","ENSG00000268027"
"2630","ENSG00000269119"
"2631","ENSG00000259436"
"2632","ENSG00000267163"
"2633","ENSG00000167383"
"2634","ENSG00000267242"
"2635","ENSG00000266903"
"2636","ENSG00000130201"
"2637","ENSG00000267045"
"2638","ENSG00000259605"
"2639","ENSG00000269148"
"2640","ENSG00000269124"
"2641","ENSG00000268810"
"2642","ENSG00000267898"
"2643","ENSG00000197813"
"2644","ENSG00000243829"
"2645","ENSG00000268047"
"2646","ENSG00000269352"
"2647","ENSG00000267896"
"2648","ENSG00000268518"
"2649","ENSG00000167765"
"2650","ENSG00000269388"
"2651","ENSG00000260160"
"2652","ENSG00000123870"
"2653","ENSG00000268970"
"2654","ENSG00000269825"
"2655","ENSG00000268225"
"2656","ENSG00000268613"
"2657","ENSG00000269001"
"2658","ENSG00000237017"
"2659","ENSG00000268164"
"2660","ENSG00000268802"
"2661","ENSG00000267838"
"2662","ENSG00000235681"
"2663","ENSG00000182909"
"2664","ENSG00000267265"
"2665","ENSG00000267649"
"2666","ENSG00000269808"
"2667","ENSG00000267730"
"2668","ENSG00000267523"
"2669","ENSG00000267096"
"2670","ENSG00000268593"
"2671","ENSG00000204533"
"2672","ENSG00000269696"
"2673","ENSG00000268568"
"2674","ENSG00000268713"
"2675","ENSG00000268205"
"2676","ENSG00000268948"
"2677","ENSG00000269867"
"2678","ENSG00000270804"
"2679","ENSG00000268201"
"2680","ENSG00000268049"
"2681","ENSG00000269054"
"2682","ENSG00000232098"
"2683","ENSG00000268912"
"2684","ENSG00000269473"
"2685","ENSG00000177764"
"2686","ENSG00000215388"
"2687","ENSG00000229728"
"2688","ENSG00000226608"
"2689","ENSG00000233578"
"2690","ENSG00000271426"
"2691","ENSG00000273148"
"2692","ENSG00000233895"
"2693","ENSG00000235065"
"2694","ENSG00000214535"
"2695","ENSG00000227063"
"2696","ENSG00000230772"
"2697","ENSG00000175170"
"2698","ENSG00000149531"
"2699","ENSG00000101898"
"2700","ENSG00000226239"
"2701","ENSG00000175730"
"2702","ENSG00000260257"
"2703","ENSG00000228265"
"2704","ENSG00000269202"
"2705","ENSG00000224497"
"2706","ENSG00000259716"
"2707","ENSG00000224635"
"2708","ENSG00000132832"
"2709","ENSG00000269549"
"2710","ENSG00000215452"
"2711","ENSG00000229222"
"2712","ENSG00000232043"
"2713","ENSG00000228663"
"2714","ENSG00000197670"
"2715","ENSG00000185834"
"2716","ENSG00000226308"
"2717","ENSG00000124224"
"2718","ENSG00000254419"
"2719","ENSG00000268649"
"2720","ENSG00000225806"
"2721","ENSG00000270951"
"2722","ENSG00000226332"
"2723","ENSG00000233017"
"2724","ENSG00000174403"
"2725","ENSG00000225978"
"2726","ENSG00000232884"
"2727","ENSG00000226751"
"2728","ENSG00000235609"
"2729","ENSG00000228798"
"2730","ENSG00000270093"
"2731","ENSG00000198618"
"2732","ENSG00000213885"
"2733","ENSG00000273492"
"2734","ENSG00000232855"
"2735","ENSG00000176054"
"2736","ENSG00000231125"
"2737","ENSG00000273271"
"2738","ENSG00000186842"
"2739","ENSG00000205930"
"2740","ENSG00000223799"
"2741","ENSG00000224598"
"2742","ENSG00000228107"
"2743","ENSG00000272948"
"2744","ENSG00000231231"
"2745","ENSG00000235888"
"2746","ENSG00000237721"
"2747","ENSG00000184809"
"2748","ENSG00000235772"
"2749","ENSG00000225331"
"2750","ENSG00000267913"
"2751","ENSG00000237604"
"2752","ENSG00000184441"
"2753","ENSG00000230061"
"2754","ENSG00000269430"
"2755","ENSG00000182912"
"2756","ENSG00000236519"
"2757","ENSG00000272825"
"2758","ENSG00000215447"
"2759","ENSG00000235878"
"2760","ENSG00000239415"
"2761","ENSG00000230982"
"2762","ENSG00000237438"
"2763","ENSG00000273203"
"2764","ENSG00000225335"
"2765","ENSG00000237517"
"2766","ENSG00000260924"
"2767","ENSG00000185065"
"2768","ENSG00000273300"
"2769","ENSG00000232926"
"2770","ENSG00000236540"
"2771","ENSG00000273343"
"2772","ENSG00000206176"
"2773","ENSG00000215513"
"2774","ENSG00000216522"
"2775","ENSG00000215493"
"2776","ENSG00000234252"
"2777","ENSG00000272954"
"2778","ENSG00000224086"
"2779","ENSG00000253239"
"2780","ENSG00000211637"
"2781","ENSG00000211638"
"2782","ENSG00000182502"
"2783","ENSG00000211639"
"2784","ENSG00000211640"
"2785","ENSG00000211642"
"2786","ENSG00000272216"
"2787","ENSG00000234630"
"2788","ENSG00000272779"
"2789","ENSG00000211643"
"2790","ENSG00000211644"
"2791","ENSG00000211645"
"2792","ENSG00000223350"
"2793","ENSG00000211647"
"2794","ENSG00000211648"
"2795","ENSG00000211649"
"2796","ENSG00000211650"
"2797","ENSG00000211651"
"2798","ENSG00000211652"
"2799","ENSG00000253818"
"2800","ENSG00000211653"
"2801","ENSG00000211654"
"2802","ENSG00000211655"
"2803","ENSG00000198477"
"2804","ENSG00000183169"
"2805","ENSG00000211658"
"2806","ENSG00000211659"
"2807","ENSG00000211660"
"2808","ENSG00000211662"
"2809","ENSG00000211663"
"2810","ENSG00000211664"
"2811","ENSG00000211665"
"2812","ENSG00000211666"
"2813","ENSG00000211667"
"2814","ENSG00000211668"
"2815","ENSG00000211669"
"2816","ENSG00000211670"
"2817","ENSG00000211671"
"2818","ENSG00000253234"
"2819","ENSG00000211672"
"2820","ENSG00000211673"
"2821","ENSG00000211674"
"2822","ENSG00000211676"
"2823","ENSG00000211677"
"2824","ENSG00000211678"
"2825","ENSG00000211679"
"2826","ENSG00000254029"
"2827","ENSG00000254030"
"2828","ENSG00000222037"
"2829","ENSG00000211685"
"2830","ENSG00000133519"
"2831","ENSG00000272733"
"2832","ENSG00000234353"
"2833","ENSG00000244723"
"2834","ENSG00000272578"
"2835","ENSG00000270041"
"2836","ENSG00000244425"
"2837","ENSG00000218537"
"2838","ENSG00000273295"
"2839","ENSG00000272787"
"2840","ENSG00000224676"
"2841","ENSG00000235231"
"2842","ENSG00000272955"
"2843","ENSG00000184674"
"2844","ENSG00000232545"
"2845","ENSG00000215481"
"2846","ENSG00000224124"
"2847","ENSG00000206066"
"2848","ENSG00000231466"
"2849","ENSG00000272977"
"2850","ENSG00000224003"
"2851","ENSG00000261188"
"2852","ENSG00000260065"
"2853","ENSG00000213707"
"2854","ENSG00000244625"
"2855","ENSG00000223704"
"2856","ENSG00000226471"
"2857","ENSG00000272858"
"2858","ENSG00000237015"
"2859","ENSG00000273216"
"2860","ENSG00000241528"
"2861","ENSG00000250318"
"2862","ENSG00000237977"
"2863","ENSG00000213888"
"2864","ENSG00000214093"
"2865","ENSG00000232346"
"2866","ENSG00000214076"
"2867","ENSG00000197047"
"2868","ENSG00000100101"
"2869","ENSG00000272582"
"2870","ENSG00000272720"
"2871","ENSG00000244627"
"2872","ENSG00000228274"
"2873","ENSG00000229598"
"2874","ENSG00000273096"
"2875","ENSG00000230149"
"2876","ENSG00000225450"
"2877","ENSG00000272669"
"2878","ENSG00000273076"
"2879","ENSG00000226085"
"2880","ENSG00000225528"
"2881","ENSG00000272834"
"2882","ENSG00000237214"
"2883","ENSG00000235513"
"2884","ENSG00000273424"
"2885","ENSG00000260655"
"2886","ENSG00000215347"
"2887","ENSG00000227370"
"2888","ENSG00000232710"
"2889","ENSG00000226450"
"2890","ENSG00000234009"
"2891","ENSG00000261251"
"2892","ENSG00000273145"
"2893","ENSG00000231711"
"2894","ENSG00000182257"
"2895","ENSG00000241990"
"2896","ENSG00000235159"
"2897","ENSG00000234869"
"2898","ENSG00000260708"
"2899","ENSG00000213279"
"2900","ENSG00000235111"
"2901","ENSG00000273188"
"2902","ENSG00000273253"
"2903","ENSG00000272836"
"2904","ENSG00000273137"
"2905","ENSG00000130489"
"2906","ENSG00000272821"
"2907","ENSG00000184319"
"2908","ENSG00000226179"
"2909","ENSG00000236017"
"2910","ENSG00000223511"
"2911","ENSG00000205664"
"2912","ENSG00000234449"
"2913","ENSG00000205663"
"2914","ENSG00000197582"
"2915","ENSG00000174028"
"2916","ENSG00000260822"
"2917","ENSG00000232472"
"2918","ENSG00000228232"
"2919","ENSG00000216866"
"2920","ENSG00000214018"
"2921","ENSG00000270069"
"2922","ENSG00000269902"
"2923","ENSG00000236751"
"2924","ENSG00000196741"
"2925","ENSG00000204368"
"2926","ENSG00000204620"
"2927","ENSG00000228343"
"2928","ENSG00000233585"
"2929","ENSG00000184596"
"2930","ENSG00000017621"
"2931","ENSG00000270012"
"2932","ENSG00000242013"
"2933","ENSG00000182646"
"2934","ENSG00000232593"
"2935","ENSG00000270189"
"2936","ENSG00000227486"
"2937","ENSG00000260118"
"2938","ENSG00000230629"
"2939","ENSG00000213018"
"2940","ENSG00000269911"
"2941","ENSG00000270223"
"2942","ENSG00000234969"
"2943","ENSG00000271430"
"2944","ENSG00000228492"
"2945","ENSG00000271533"
"2946","ENSG00000232186"
"2947","ENSG00000215105"
"2948","ENSG00000248503"
"2949","ENSG00000229132"
"2950","ENSG00000261295"
"2951","ENSG00000233680"
"2952","ENSG00000179031"
"2953","ENSG00000261101"
"2954","ENSG00000271147"
"2955","ENSG00000223546"
"2956","ENSG00000239407"
"2957","ENSG00000231154"
"2958","ENSG00000260831"
"2959","ENSG00000176274"
"2960","ENSG00000261409"
"2961","ENSG00000237863"
"2962","ENSG00000226958"
"2963","ENSG00000227285"
"2964","ENSG00000232177"
"2965","ENSG00000227008"
"2966","ENSG00000223749"
"2967","ENSG00000225125"
"2968","ENSG00000232611"
"2969","ENSG00000225400"
"2970","ENSG00000234062"
"2971","ENSG00000236337"
"2972","ENSG00000219507"
"2973","ENSG00000238039"
"2974","ENSG00000155984"
"2975","ENSG00000183171"
"2976","ENSG00000259886"
"2977","ENSG00000147382"
"2978","ENSG00000073009"
"2979","ENSG00000197932"
"2980","ENSG00000182484"
"2981","ENSG00000235649"
"2982","ENSG00000233864"
"2983","ENSG00000241859"
"2984","ENSG00000185275"
"2985","ENSG00000260197"
"2986","ENSG00000211459"
"2987","ENSG00000210082"
"2988","ENSG00000210144"
"2989","ENSG00000210194"
