"","C.NO.1","N.IM.1","N.MSC.1","N.MSCplusIM.1","C.NO.2","N.IM.2","N.MSC.2","N.MSCplusIM.2","C.NO.3","N.IM.3","N.MSC.3","N.MSCplusIM.3"
"8056963",4.00776149126603,3.6972207180129,3.7339478780466,4.14527934449007,4.4835029542883,3.86276995368146,4.5572437309075,4.06523954764334,3.97778425177822,3.98089767715845,4.08297085201312,3.72324087916654
"8010560",5.29724271145219,5.33808299253087,4.78485926650461,4.91458583734232,5.43557975136123,5.80457356934742,5.32211709519931,5.61429281546885,5.17569645875496,5.65197424822369,5.31356140278406,4.72346412735075
"8027348",6.44624636389848,6.392608765608,6.43541344898022,6.39199893139283,6.7170094061046,7.26710482461093,6.4522844970589,6.86531686978264,6.82411086438289,6.4925530738352,6.53078913593984,6.32346971647643
"8035793",5.70847328639647,6.796852887734,6.087606504267,5.93959341973004,6.78210166435162,7.19592992008571,6.74087689497929,6.49069731139632,6.37832406460158,6.9846523547972,6.81801973276175,6.85824327908721
"8102871",4.187112517934,3.87192311869418,4.06396086676292,4.45823145858931,4.28422640160494,4.29804541050563,4.5283405617632,4.14523281085784,4.52821219908239,4.33468165056921,4.46340394752049,4.33238794649635
"7900603",4.34127378919809,4.17314957518511,4.13513689806612,3.6973990089812,4.21952056048131,3.69847562294422,4.55183072594334,3.99216231473196,4.16581538322636,3.64017014672911,3.81966544651137,3.86152814384298
"7925170",4.19781691350093,4.24202106022169,4.00481740784181,4.66260729657857,4.37913356238492,4.52591901730945,4.17390897337531,4.01819974313899,3.85683962678646,4.32361451949296,3.78876280662008,4.37794903357289
"7949371",6.03475818096621,5.77951847388263,6.03307097377833,6.2553172386024,6.48568645177857,5.86650355234992,6.23856816078843,6.22764942181692,5.90864125722685,6.25727258289325,6.18685782457492,6.43620975600451
"8142079",2.38798836158342,2.18614334437512,2.50481867641503,2.69004122275766,2.71116971007338,2.3489321556869,2.34686144662891,2.32440826356866,2.53147514170239,2.39148255211834,2.66608535299785,2.86286228853649
"8123101",5.19491934391849,4.42868080182796,5.08717299412605,4.80205621869742,4.56198874148721,5.30856594441244,5.55981513020699,4.96451521385675,5.03423862059844,5.58556428550477,3.79663971769179,5.23072373899284
"8132813",3.29041497318503,2.96387291249297,2.91176212538397,3.30940351036044,3.14812615347587,2.85715116905454,2.88132283115863,2.7929907383243,3.18724902473426,3.13981359412386,3.12503160771524,3.54661724668292
"8057732",6.81175449143678,6.76641837856735,6.37642275960341,6.57322593027874,6.89727122889766,6.72572072792918,6.62434319598179,6.5285621596444,6.87953653982088,6.98960696941201,6.87326143261687,6.82811394826699
"8175609",5.15397128979453,5.83226489366881,5.22015887021885,5.37418091526966,5.51190933549254,5.1976089057692,5.53341331682914,5.37990025039252,4.86445731617379,5.14666029730714,5.45762313809797,4.32162818944451
"8168855",3.72832968949301,3.15502719496952,3.6745307991969,3.53894015645167,3.30903807409518,3.46316550548334,3.72960164144088,3.53233688425786,3.2567904765124,3.73745653913009,3.60936649816611,3.71640072561434
"7929026",4.92635404050166,4.63562104461535,4.53881471047249,4.66936879375959,4.40339018528511,4.18487417772835,4.53955665219482,4.80169758276308,4.59204032510624,4.79289393396146,4.45094850605483,4.94061159421321
"7898350",3.85432620061301,4.06852042148339,4.36916036461953,4.72719186666684,4.75019394977105,3.88244883968138,4.0956488676844,4.20001957680121,4.35590958834057,4.38153760223345,4.57245819504711,4.55778593487559
"7991731",5.97065172636817,5.89074788768793,5.95255034943028,5.73315113640142,6.13831710176822,6.18151887397076,6.01308535265822,6.07168746976061,6.10010240936445,5.70968770751776,5.83930113226392,5.50678767190509
"7943890",3.50926907758304,3.64280393690363,3.16062909260819,3.09297084243722,3.31100574182275,3.13774666622405,3.47713176852522,3.13080873389588,3.34710011437773,3.5936130198237,3.37404076694479,3.14732154205207
"8177222",6.36476571403074,6.29377995107146,4.98577459779169,4.04010809402645,7.95197516032858,9.17156060068259,7.19411101918586,7.18772905575414,7.99244927705108,8.54303545813443,6.96934208771499,6.83683701676109
"8065537",4.99891366348128,5.02353483223747,4.8715515458101,5.37679923364177,5.16120515571577,5.73921643970102,5.76698561842355,5.174626824401,5.93292031090435,5.12397189862561,5.5486532025939,5.51228472388702
"8010237",6.0679875850946,6.25917929002118,6.31364521639474,6.35778038906681,5.92989071381475,6.21324183248573,6.25434379715942,5.85086823630816,5.92620443170012,6.05031136696305,5.96042165135608,6.37613228425983
"8044961",5.97552846373952,5.91323371593822,5.8320061351226,5.881708339663,5.6942053430172,5.21216761013915,5.40910935129336,5.47050950831055,6.40500515965339,5.65753128065096,6.18329793021225,5.90178091363404
"8171758",7.56205392434169,7.58830591158313,7.23168814025417,7.41216026642733,6.44576900416254,7.07893984576274,6.28633964358284,6.62568945739517,6.50507467853751,6.08417417112674,6.08878984253807,6.05487780832959
"7947358",6.23094847149902,6.32395152217841,5.96724952241727,5.61396294069943,5.90919684676556,6.68124865636057,6.13538610422645,5.64900259252479,6.23438818572523,5.43004087675246,5.98919574000409,6.07153670964048
"8109572",3.33208081766401,3.16120686086105,3.29332500389171,3.52422511191597,3.59772763125812,3.50009068392333,3.63303359996222,3.61794809977367,3.29571563580348,3.44387905327723,3.67360782860197,3.56997059057521
"7929616",5.75331804375807,5.76357172140814,5.99671087172079,6.2200093441958,5.56030210403153,6.03796505524737,6.08775050936244,6.22832394015978,5.81069038992791,6.10052795836417,5.94968844753011,6.03196430410325
"8027332",3.2911023056099,2.89938740201689,3.05114376013862,2.66390031163069,3.26533437139444,2.68724325800851,3.0092013541566,3.10714149256956,3.05317416297662,2.58398614613101,2.86151510648101,2.62005159056522
"8062404",4.90585475391336,4.91203832201852,5.14602487322745,5.34649650365819,5.1017882779044,4.88981519936174,5.14929377969545,4.47977752895701,4.79648691938193,4.85586278758569,4.79514633855012,4.95461493279485
"7907907",3.71861747831937,3.25878700362226,3.62824330461473,3.51896274981898,3.58653341975719,3.66572700605045,3.28937767082964,3.65450220182815,3.44498568453478,3.28937767082964,3.4809512062005,3.74192232636122
"8176572",6.0725831628047,5.72923414927989,5.81159534040396,6.78177575069521,6.04194675527688,6.27402595782587,6.29260351130574,5.99543163445853,6.24403630236292,5.78360750823927,6.15389134797034,6.2012642609461
"8165945",3.23796737032358,3.39379437447598,3.4070888283472,3.62809844178565,3.84745310918038,3.41729323526223,3.48483847987948,3.35014034565478,3.75787068216032,3.7608844925053,3.41235709383627,3.9084548519016
"7942796",4.73386816543073,4.51382700351763,4.28676723795386,4.73163029368731,4.57550487781689,4.33948496808522,4.29881286349344,4.04372105185533,4.71653606965091,4.50414494629597,4.46232754466663,4.67122153854918
"8031825",8.92449939577154,9.04096244805138,8.50833162707081,8.47176211841573,8.30689062684241,8.96198741106173,7.89019984977189,8.564261002214,8.99919520186223,8.56199686631099,8.48324554941548,8.12262436325414
"8020419",2.86597061913042,3.01755418936722,2.68951102329735,3.23291816177378,3.3854497346466,3.15716613492107,3.2378336634477,2.97461563573007,3.6698246952343,3.51467995636294,3.38024102412295,3.46550037320179
"7950751",4.27335905581126,4.30469114910161,3.68168741483753,3.95578385201092,3.76149337148032,4.28057190760532,4.14055969700667,4.22300366459309,4.05118132124441,4.06888134640057,3.7958669587893,4.12241839857284
"8008564",4.23432941386645,3.91148119107129,4.27556533520946,4.49617510101795,3.71939500232373,3.91535884591073,4.26589968104336,4.05264503771037,3.71766549253186,4.47936872102769,4.24208618399955,4.14565201872455
"8131441",4.49080412106828,4.52179458550998,3.57393737758681,3.51613500497726,4.14434272478892,3.69458348759577,3.97107444149801,3.05317416297662,4.52675208831717,3.97841657496696,4.51865090568318,4.40093063107737
"8164252",6.79409443388015,6.79503151819824,7.27520180323207,7.18174304400087,7.38223067740581,7.03997555877544,7.61504130651666,7.26773793481771,6.97176837411397,6.95919345092956,7.21922371321367,7.25110853693074
"8033319",5.14833608480584,4.71171726746225,5.2266155772288,5.36614409937978,5.21786198354661,4.74377924504393,5.24570282367615,4.89625886778224,5.00041995943926,4.67851188209108,4.73884136563945,5.06994640941649
"8170420",5.32882666920698,5.02212304120704,5.4224443152448,5.8131472037492,5.20955257800804,4.85180875860959,5.42172531790148,5.27193550845861,5.01472688887666,5.26189717421225,5.5495752977744,5.28706024054999
"8117304",2.91870158275182,2.69768093046766,3.30273604782382,3.23919569147062,2.86566771205247,2.72193914758488,3.09472586173398,3.01792869167461,2.80681197541019,2.76979479448875,3.09351700903331,3.19158690167293
"8119223",3.02399242580695,2.1832218191947,2.6013967759309,2.92956610949159,3.19046305767302,2.75812410422477,2.87748707519908,2.34154173867489,2.43503698563378,2.09589969922783,2.64919292014881,2.92375836934325
"7942647",5.34226483971847,5.48538671280072,5.05332340870345,5.72085247521352,5.50380708856362,5.65080035007791,5.21501114436202,5.59240608522506,5.09456137861581,5.4699485703293,5.54992515077324,5.07948384363997
"8068350",4.78827268992878,4.3920630094603,4.70099412232877,5.06844468494143,5.16341377547212,4.75517931318757,5.01706302169573,4.80018419225275,4.76166882729045,4.70454595433046,5.28131023493964,4.42148834974723
"8154662",2.83898142633849,3.43821290214316,3.35330635866296,3.74894121080088,2.83005450069553,2.73101913354241,2.71801486573591,2.99383290591233,3.14450695597786,2.93424758729925,3.05970966435499,3.18655334703156
"7924840",4.62575339178882,4.88642697184356,4.68261450761988,4.02970444033569,4.86941559485336,4.59676650371233,4.81490929632709,4.86513122293838,4.5359076201213,4.84491352209506,4.07887736429477,4.37006310365865
"8003243",6.3283258847223,6.45404244996851,6.92795575136638,6.66994853519137,6.1188774028929,6.42483799224867,5.93387551191425,5.94004277830993,6.22388420501803,6.1592232034119,6.46971905855592,6.19685074310083
"7913154",4.4031526957931,4.06847437245264,4.16135913602503,4.864084233021,4.87729515966901,4.69498963968637,4.63494856873442,4.37927834972691,4.1118340476222,4.79654002000958,4.61606185379938,4.73039936546025
"8014257",6.31514710717549,6.64718507656148,6.64456588055756,6.2125822657843,5.83171245950742,6.40563454180512,6.08650262943168,6.35704705412159,6.38748919508042,6.17572750705525,6.37970524903553,5.96392842244135
"7968632",4.31312504746575,4.92492034451003,3.30827083029756,3.55598643276861,4.67215137685648,4.76759239612077,3.91470267748673,4.20979521731134,4.45661051860388,4.50775957632339,3.80570922733636,3.73402574757895
"7998835",6.27378515286027,6.1554294944499,5.65718051541684,6.17441218771077,6.30340327763538,6.38346790227123,6.16099515084445,6.39685908223205,5.81396680014128,6.434377979977,6.03749810161323,5.92536589015466
"8101011",3.11502730011269,2.38950528245683,2.49122927782386,2.98828749284798,2.56765629094189,2.67018154628603,2.70154573814259,2.18614334437512,2.4685064116211,2.86459504909187,2.55139884666406,1.88698462331841
"7961173",2.74815069171087,2.08406841187504,3.325983704639,2.83995113295388,2.68493569148118,3.94082670884728,4.02586390998862,3.68740117621057,2.89264206561691,3.87276780457431,2.08553956079686,2.8506184296659
"8177273",4.50080819395102,4.88848927642421,4.76857941232007,4.87857192841214,4.81596249344765,4.70358271978188,4.88308909401444,4.81369953287626,4.38618705573092,4.87857192841214,4.4626901653293,4.65240808518097
"8143905",8.07189137434433,8.06046205384533,8.10250687651838,7.97224070061653,7.42635973788276,8.16849108645451,7.34940683402482,7.82942309787827,7.90459337624148,7.96319159444402,7.60697168209735,7.81196483883264
"8047492",2.99024974634426,3.37707507328122,3.06584528051162,3.37716765408408,3.25154027092615,3.06804048222245,3.4826641484776,3.37314117499858,3.28455564791442,3.17740948434419,3.08300983088671,3.27479470735646
"8165658",9.20210562145539,8.9785904939972,9.09919521449792,8.80019417335605,8.72327425125872,9.44865148112889,8.7683004260556,9.06906951744117,9.5225907897904,9.44859964261373,9.11035789718836,8.98168460217729
"8018972",4.64948024245716,5.09196844467698,4.26620257046131,5.04781929575734,5.06302613423343,5.07553701899918,4.71176005256456,4.87669503139312,4.75172548055903,5.20114997911648,4.5114328699685,4.65534614620386
"8111271",3.00115643742704,3.26122392080895,3.12460674745398,3.40370965408361,3.55840586277131,4.97002136047544,3.52409967257181,4.49991847273606,3.26799399961113,2.72204916720094,2.82230994205047,3.13769538786825
"8135033",5.06724320450354,3.99982601191878,4.40810359375552,5.23041911009063,5.64195352017394,4.66826102812973,4.35829598958108,4.74061850095364,5.23423692445439,5.37663037847293,4.65765025763492,4.72130317037973
"7941621",9.08691785317255,9.11520222695584,8.59035869207422,8.79353437552492,8.88129773936033,9.1824579879342,8.62114028669871,8.8364253013917,9.06851033132697,9.05805434362371,8.69974358422442,8.65290627692012
"7899562",4.61318030953681,4.9108793715332,4.50865263390521,5.32188974956573,4.66713120122555,4.65844741392862,5.21576374250235,4.71225687887819,4.99561705447865,5.04988603445201,4.87436445423208,4.91539846435703
"7937782",8.07842704757739,7.87895366075858,7.95188533871272,7.54367081819056,7.83981377558122,7.99920204481434,8.02935102164168,7.94101308497891,7.64467204521258,7.87665475733819,7.37054758177084,7.48904542572417
"8067055",5.45146923614474,5.80610011636303,5.46181031055393,5.52559161186216,5.51091779967838,6.26963436755459,5.2904788304812,5.64334369016684,5.15188778784402,5.48320019853031,4.95281321610329,5.19325653892882
"7969613",5.25011568818903,4.51289880232804,5.36607570625675,5.35180796221383,4.76281192138943,4.76044397708299,5.19394771044121,5.22671254619527,4.95389608919646,4.95789722576691,4.87648676705103,4.7809693878548
"8075477",4.31476737316274,3.72662767127825,3.97537035268518,4.09625684542105,4.55079922985544,4.42968073376468,4.17507822880763,4.43652778461068,4.42802903045912,4.84004194631128,4.38856633150903,3.85411322020941
"7913249",6.50574621009487,6.84445686174332,6.28587528287933,6.34476311286513,6.73866205602171,7.10546951157792,6.45072755324462,6.82187283602769,7.01591384671266,6.86049121621962,6.47576025329237,6.80332223040203
"8122660",4.78779090229236,4.89780917444473,4.99058196649186,4.78949595682717,4.50353451027205,4.59425768211709,4.518602441039,4.4464511713202,4.58563687589563,4.87990950958056,5.02748347342975,4.7987034574483
"8134552",10.3483169547698,10.215326830632,10.0130104802202,9.87582035410452,10.1299971325916,10.2095657524047,9.88114012028077,9.81559769660772,10.3704525555149,10.0830454644902,9.77769902937687,9.80179809883721
"8101828",6.57930293226341,6.4800926558694,7.23638116979091,7.18111860001126,6.41893422840007,6.50636180220702,6.63466356771356,6.76041118951241,6.68752193768623,6.55752252531072,7.01144444752216,6.90206401622287
"7990620",10.2363983468107,10.4826673069966,9.95295499565462,10.120136047267,10.2173209184353,10.6620669281472,10.120582059563,10.4873140181884,10.2136020142557,10.3669896495477,9.88855938095981,10.0661012310587
"8108192",5.4255449950589,5.15768296994804,5.69757624618126,5.52424659685777,5.56947523956691,5.46857674366868,5.54786169657058,5.21577452358802,5.19554716392808,5.39924708986852,5.66744137755926,5.34888877066667
"7918620",3.40820213962321,4.21595055736321,3.93458347256833,4.31161740596473,4.21385731048851,4.15350214062301,4.4628153973403,3.7554383708995,4.32296974174619,4.52407486581525,4.40811324843366,3.33244979460934
"7937150",7.30029803329643,7.01363121690208,7.97179165828722,7.73385362807983,8.18189812553485,7.24646694504128,8.63380067772591,8.10258148826619,7.19685182001108,7.41029746799204,7.62140051955073,7.57748678427973
"7918857",7.16900424494393,7.14777591057872,6.97890370043137,7.23375865252001,7.7656422199721,7.47594186065579,7.60953307055957,7.36716247395813,7.41878082233204,7.27610185117801,7.48903873349776,7.57439347569949
"7928589",9.58323091825534,9.71138775847922,9.11003363817413,9.05367308558462,9.10177267932272,9.32110775293951,8.98177599700893,9.14292827523121,9.52489138726929,9.52600889637285,8.94571648565111,8.90888896750422
"8124716",4.47869378095698,4.03380426936558,4.6580521385678,4.49752592673754,4.09913926100566,4.09293077908211,4.31726626583162,4.42480188375342,4.350314058767,4.12570486978787,4.88688634567072,4.63365941364042
"8108301",8.19210100816376,7.60715035779848,8.26399047765841,7.67732644610615,7.88458747386848,7.72030158977236,7.55389746561686,7.34218966358527,8.19523726492379,7.52694523693937,7.92991323095728,7.58053041289281
"7939197",8.13091121049734,8.23998580391086,7.85404201857036,7.76654415797483,8.18117016462316,8.25817528102248,7.99567730224482,7.87820463331572,7.95841184937098,7.99781608519277,7.68610062957237,7.58302631486611
"7987405",4.46692875126494,4.41607172559854,4.64437776646526,4.63521429639812,5.18355724687397,4.34629295209389,5.33568276803854,4.95082746923834,4.81264389430621,4.71202089260946,5.06999804432716,4.85608826923142
"7968417",6.64865704999706,7.03189154913179,5.64515826939904,5.95689611708742,6.87913748972552,6.89140258538326,6.74053783632319,6.68940135799797,6.57019366961295,6.99683521572122,6.40399814059429,6.43357006544119
"7997880",5.13517140063099,4.68906620313407,4.83724041689126,5.39648874234444,4.87046013521284,4.67873124391351,5.04065980095845,4.72382413390694,4.8073902013378,5.0860998837927,5.14268691769916,5.19471601998108
"8050278",12.1696490776853,12.075000058645,11.798312360619,11.7317737339343,12.1968448860299,12.1609085491673,12.0599292815374,11.8188795741088,12.4873438635517,12.1998732722799,12.3009515982641,12.1367039121325
"7926239",7.08160105247303,7.02542928514957,8.066819048212,7.96243840701675,7.76216746774828,6.57694706917879,8.03580226483458,7.82435233014756,7.20369613959557,7.22751308305372,7.92513052806905,7.92010685129121
"7933084",9.06538493273457,9.17677921530713,10.1813643726914,9.74180542458945,9.65969376179633,9.14513713874855,9.89612614813011,9.81652744176644,9.47860744242381,9.45086587725698,10.19382057467,9.97216499181516
"7898725",5.69867929700543,5.39393388973533,5.39652327644681,5.51361459217221,5.62563097049817,5.5470509325076,5.49536064005207,5.26086022042646,4.98044947085782,5.17054010723662,5.22530836925958,5.7314214563149
"8016739",7.40887596563952,7.42642286693982,7.87425169712046,7.75323588121004,7.37419938639203,7.34636125081619,7.6363517944827,7.57217573248677,7.24898982087622,6.84279291637584,7.66327868940266,7.28447174302673
"8047659",7.18787128434609,6.93248855323099,7.36904985067028,7.33081373197724,7.18771084331136,7.08602335763226,7.59258508104786,7.5937901193055,7.15074925178136,7.00129583671616,7.57436825440219,7.60466246995446
"7957570",7.85665502801278,8.07805742363985,8.29162043868101,8.50530459375362,7.87462130018505,7.78234159594543,8.06645566139324,8.67133381220469,7.54733229572409,8.09921763530379,8.092689094584,8.1644092670586
"8142554",6.13586503267358,6.3102727533004,6.45189766420446,6.4932587711821,6.79624968146767,6.60546795071989,6.90949084866598,6.77669839210961,6.87637364247981,7.00789215410987,7.327751633692,7.30017272893122
"7915910",5.83227049386978,5.5555060755377,6.00551356187796,6.22467301340905,5.90044868112145,5.22723090514673,6.0173176913817,5.85796017241859,5.54424271011475,5.84098895572411,6.16720984537279,6.57802995875605
"7971565",4.758146342654,5.23026775308704,6.02524390932876,5.86260637602729,4.80844908574561,4.72971678058074,4.78276578396659,4.9167416427718,4.93894569158416,4.71905007921997,5.28688687359687,4.92780019908901
"7960730",10.4461508702641,10.36100011679,10.5954581101838,10.7115305121374,10.1904202463067,10.2316205093369,10.1766927224311,10.6174697119123,10.1441438096331,10.385353271358,10.3759819730754,10.6474585421127
"8141107",8.16387482125068,7.88983387949386,8.0975084517139,7.9146219832132,7.42185703022698,7.48567464367623,7.26649890919483,7.7101223932587,7.92590366559932,7.80262338728324,7.89595407249422,7.74580832862132
"7968734",7.85607349574853,7.60199847359002,8.0576276913901,7.9830836022302,7.4776641824286,7.71382031286669,7.36383989614226,7.79051710051917,7.59574670140533,7.72052342801852,8.15705934981312,7.92054407685311
"8046124",4.47021090362533,4.2022848663896,5.49349386373827,5.3074348139383,4.94612066349397,4.64295040789861,5.34059651034447,5.27687619855077,5.69085049564196,5.28167571725331,7.00842360623397,6.46250983044631
"8154163",8.10152462173779,7.96011797074116,8.38143441611652,8.22330967627273,7.52037340763502,7.57781372828429,7.63891231861997,7.99631309742453,7.73820944500799,7.95532184583157,8.21855224566966,8.11396715415297
"8039706",5.95654062995116,6.37486360154169,6.19006429310433,6.00174238228658,5.70978502563543,6.38004026613349,6.01391936257675,6.34708671312678,6.21919536254014,6.32080215263225,6.29920220596864,6.28492073706835
"7944006",6.21933865142405,6.17978636809184,6.27028866521555,6.68292367325913,6.23245135427904,6.98447641482681,6.72795654572983,6.7515107263306,6.82658536301732,5.91134143822281,6.67347736743222,6.51637040760346
"8112803",7.23351703756096,7.34993570932166,8.46640316923146,8.01778179955402,7.35025315411543,7.55810438715517,7.51012426013392,7.73431676511772,7.31044913483179,7.53129842153849,8.46512546406153,8.0014810834583
"8016866",4.69070984397442,4.52113967964923,4.97017848614973,5.45699908802121,5.07573240519648,5.2396685508881,5.08158725047642,5.31122321287447,5.01668886431882,5.12996482497033,4.86847018061665,4.67547546983632
"8110666",5.09019590738724,5.97746017470905,4.94158210126333,5.29844375321097,5.71841985896105,5.59022251853543,4.93866084099936,5.62744920729498,5.50046026620537,5.81317356473466,5.62838785791609,5.4630132502459
"7922351",4.73201170375779,4.88094470423677,5.28137098990964,4.81892618326608,5.69766168949608,5.37446503668273,5.23878411704351,5.25330898029414,4.59975421069519,5.93921984895914,4.95583821024758,4.86907171153966
"8153835",5.10141256761706,4.8325186921335,5.15267296662852,5.0908280583168,5.37749547161632,4.71822967121605,5.04601097259538,5.112435425416,5.13617265299333,5.42066938169146,4.76111292578363,4.73679482133996
"8021768",6.73133530726798,6.70212579725022,6.77443910149601,6.51239781346715,6.24952673988691,6.35210746226889,6.65367233266537,6.55121000864962,6.45487218735453,6.40338549730546,6.50277782808318,6.20499145045252
"8092457",9.8446643887151,9.94531255479332,9.7115094725349,9.64640616505531,9.46422376257367,9.81412399651165,9.52710179387722,9.35262554321677,10.0945656928714,10.0651584604084,9.53911559089861,9.42039893535215
"7904480",3.4568807048647,2.81672090308135,3.4025683976593,3.01254473610921,3.51847547723205,4.20529182946299,3.26357929918378,3.19663525652679,3.2702460478454,3.33913246322153,3.69271187890107,3.5157630092511
"7904715",6.30533243997329,6.0494335524161,6.36318968709493,6.36758349079072,5.83586047396456,5.61722911389338,5.83458103240306,5.82080550648827,6.37023377819956,5.97788826305591,6.44007732627716,5.84452721603368
"7904967",5.22064722895382,5.39238195147439,5.56858956437184,5.64368078663041,6.40545699328342,6.41602857015855,6.37455626285274,6.12092594716055,6.10868517006914,6.17867058656724,6.9215470997317,6.74786142408318
"7938890",6.663637617019,6.48612795505168,6.7449020352484,6.77476547184038,6.1662459190434,6.53929560940218,6.1243867222943,6.35007307395161,6.67517219248395,6.45721043362719,6.71612513527606,6.39997448452866
"8003068",7.78937190222007,7.72238094621682,7.64613728917671,7.5569713589594,7.41271357049563,7.74996713922297,7.00489773659926,7.40572401003246,7.94346341148122,7.85589736621867,7.96084212616814,7.96902698340183
